DATE,Department,DEN,Block Section/ Yard,CORRIDOR block section,corridor block period,UP/ DN Line,Block demanded in Hrs(Day or Night),Demanded time (From),Demanded time (To),Block demanded in(MINS),Permitted time (From) No need to fill,Permitted time (To) No need to fill,BLOCK PERMITTED MINS,Location - FROM,Location - TO,Nautre of work & Quantum of Output Planned,Need for disconnection (If Yes Track Circuit and Signals Affected) Please give specific details without fail,Caution required,Caution required (if yes with relaxation date dd:mm:yyyy),Power Block & its Elementary Section. Please give specific details without fail,"Resources needed (M/C, Manpower, Supervisors) Include Crane,JCB,porcelain or any other equipment also",Whether site preparation & resources ready,Supervisors to be deputed (JE/SSE with section),Coaching repercussions/ Movement Repercussions,"Actual Block Granted From
  No need to fill","Actual Block Granted To
  No need to fill","Actual block duration MINS
  No need to fill","Over all % granted for the day
  No need to fill","Output as per Manual
  No need to fill","Actual Output
 ","% Output vs Planned
  No need to fill","% Output
 vs
 Planned",PROGRESS,,,,LOCATION,SECTION,ARB/RB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13-01-2024,ENGG,,,,,,,,,0,,,0,,,UNIMAT 8403,,,,,,,,,,,0,,,BLOCK AVAILED AFTER 00.00 HRS OF 14.01.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13-01-2024,ENGG,,,,,,,,,0,,,0,,,MDU 761,,,,,,,,,,,0,,,BLOCK NOT PANNED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13-01-2024,ENGG,WEST,NG-VGA,AJJ-RU,,DN,,22:00,02:00,240,00:30,03:30,180,,,CUTTING WIDENING WORK,,,,,,,,,00:35,03:35,180,,,RIG BLASTING & COMPLRESSOR BLASTING DONE,,,,,,,102/18-20,TRT,ADDITIONAL BLOCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13-01-2024,ENGG,SOUTH,PV YD,MS-VM,,A LINE,,00:30,04:30,240,00:30,03:30,180,,,SEJ INSERTION,,,,,,,,,00:45,02:45,120,,,"DOUBLE GAP SEJ PROVDED, RR-18.7+18.7 MTS",,,,,,,23/10-23/14,TBM,ADDITIONAL BLOCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13-01-2024,ENGG,SOUTH,TBM YD,MS-VM,,B LINE,,00:30,02:00,90,00:30,02:00,90,,,DRILLING HOLES,,,,,,,,,00:30,02:00,90,,,WORK DONE,,,,,,,,TBM,ADDITIONAL BLOCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13-01-2024,ENGG,WEST,TDK-PUT,AJJ-RU,,UP,,00:00,03:30,210,00:00,03:30,210,,,MFBW,,,,,,,,,00:25,03:25,180,,,"22 WELDS, CUT RR-LH-13 MTS, RH-13 MTS",,,,,,,"113/17-13,113/15-13",PUT,ADDITIONAL BLOCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13-01-2024,ENGG,CENTRAL,VPY-MASS,MAS-TRL,,UP SLOW,,00:00,03:30,210,00:30,03:30,180,,,TRUCKING OUT OF RLS,,,,,,,,,00:25,03:25,180,,,2 RPS OF RLS TRCUKING OUT TRR PRELIMINARY DONE,,,,,,,02/700-02/300,WST-B,ADDITIONAL BLOCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13-01-2024,ENGG,SOUTH,OLA YD,MS-VM,,DN,,12:00,15:00,180,12:30,15:00,150,,,RR/WW,,,,,,,,,02:10,05:10,180,,,6.5 MTS RR+2 WELD,,,,,,,113/100-200,TMV,ADDITIONAL BLOCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13-01-2024,ENGG,WEST,SHU YD,TRL-KPD,,DN,,01:55,02:57,62,01:55,02:57,62,,,BALLAST UN/L,,,,,,,,,01:55,02:57,62,,,9 BOBYN UNLOADED,,,,,,,"88/800-89/300,85/550-85/700,86/200-86/700",WJR,ADDITIONAL BLOCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13-01-2024,ENGG,SOUTH,MAS YD,MAS-TRL,,RD-4,,00:30,02:30,120,00:30,02:30,120,,,RR,,,,,,,,,00:30,02:30,120,,,WELD-03 NOS,,,,,,,,TBM,ADDITIONAL BLOCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13-01-2024,ENGG,CENTRAL,MAS YD,MAS-TRL,,RD-4,,00:25,03:35,190,00:25,03:35,190,,,RR,,,,,,,,,00:25,03:25,180,,,2 RP RAILS TRUCKING OUT BY RAIL DOLLEYS FOR TRR PRELIMINARY WORK,,,,,,,2/700-2/300,WST-B,ADDITIONAL BLOCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13-01-2024,ENGG,WEST,SHU YD,TRL-KPD,,DN LOOP,,12:00,14:00,120,12:30,14:30,120,,,GLUED JT REPLACEMENT WORK,,,,,,,,,13:05,14:05,60,,,,,,,,,,,WJR,ADDITIONAL BLOCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13-01-2024,ENGG,WEST,WJR YD,TRL-KPD,,DN,,09:30,11:00,90,09:30,11:00,90,,,LOADING STRETCHER BAR RENEWAL WORK,,,,,,,,,10:45,12:00,75,,,1 NOS GLUED JT REPLACEMENT WORK DONE,,,,,,,,WJR,ADDITIONAL BLOCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13-01-2024,ENGG,WEST,MLPM YD,TRL-KPD,,DN,,09:30,11:00,90,09:00,10:30,90,,,DEFECTIVE GLUED JT RR & WW,,,,,,,,,10:10,12:10,120,,,LOADING STRETCHER BAR RENEWED,,,,,,,"PT NO 130A,104/22-24",AJJ,ADDITIONAL BLOCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13-01-2024,ENGG,WEST,AB YD,KPD-JTJ,,DN,,11:00,14:00,180,13:15,16:00,165,,,WW,,,,,,,,,14:20,15:50,90,,,"DEFECTIVE GJ-1 NOS, WELD-02 NOS(LH)",,,,,,,70/34-36,AB,ADDITIONAL BLOCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13-01-2024,ENGG,SOUTH,TBM -PV,MS-VM,,A & B LINE,,10:30,12:30,120,10:30,12:30,120,,,CTRE PUSH TROLLEY INSPECTION,,,,,,,,,11:55,13:28,93,,,WELD-02 NOS,,,,,,,181/32-182/06,TBM,ADDITIONAL BLOCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13-01-2024,ENGG,SOUTH,CGL-SKL,MS-VM,,UP,,13:30,15:30,120,13:15,14:45,90,,,RR & WW,,,,,,,,,13:30,15:00,90,,,WORK DONE,,,,,,,,CGL,ADDITIONAL BLOCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13-01-2024,ENGG,EAST,ODUR YD,MAS-GDR,,DN,,12:00,15:00,180,12:15,15:15,180,,,RR & WW,,,,,,,,,13:00,15:00,120,,,"RR-13 MTS, WELD-02 NOS",,,,,,,56/07-05,GDR,ADDITIONAL BLOCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13-01-2024,ENGG,EAST,NYP YD,MAS-GDR,,UP,,09:00,10:30,90,09:00,10:30,90,,,O & E WORK,,,,,,,,,10:10,11:10,60,,,"RR-6.5 MTS=02 NOS, WELD-04 NOS",,,,,,,126/38-127/2,GDR,ADDITIONAL BLOCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13-01-2024,ENGG,EAST,NYP YD,MAS-GDR,,UP,,15:30,16:30,60,15:30,16:30,60,,,O & E WORK,,,,,,,,,15:30,16:30,60,,,CMS CROSSING O & E DONE,,,,,,,"PT NO 62A,S100",GDR,ADDITIONAL BLOCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13-01-2024,ENGG,SOUTH,MS-MSB,MS-VM,,ML,,11:20,12:50,90,11:20,12:50,90,,,DEMOLISION WORK,,,,,,,,,11:20,12:50,90,,,CMS CROSSING O & E DONE,,,,,,,"PT NO 62B,65A",MS,ADDITIONAL BLOCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13-01-2024,ENGG,EAST,AIPP-ENR,MAS-GDR,,UP/F,,13:45,15:07,82,13:45,15:07,82,,,RR & WW,,,,,,,,,13:45,15:07,82,,,"RR-9 MTS+9 MTS, WELD-04 JTS",,,,,,,17/21-19A,PON,ADDITIONAL BLOCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13-01-2024,ENGG,WEST,KDY YD,KPD-JTJ,,DN,,14:45,16:00,75,14:45,16:00,75,,,RAIL FRACTURE ATTENTION WORK,,,,,,,,,14:45,16:00,75,,,RR-12.50 MTS,,,,,,,210/20-22,JTJ,ADDITIONAL BLOCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13-01-2024,ENGG,EAST,PYA YD,MAS-GDR,,DN,,12:05,13:35,90,12:05,13:35,90,,,RUBBER PAB RENEWAL WORK,,,,,,,,,12:05,13:35,90,,,WORK DONE,,,,,,,,GDR,ADDITIONAL BLOCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13-01-2024,ENGG,WEST,AJJ YD,TRL-KPD,,DN,,10:15,10:45,30,10:15,10:45,30,,,JOINT INSPECTION WORK,,,,,,,,,10:15,10:45,30,,,NOTES ATTENDED,,,,,,,"PT NO 145A,B, PT NO 138B, PT NO 144A,B",AJJ,ADDITIONAL BLOCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13-01-2024,ENGG,EAST,KPL YD,MAS-GDR,,LC NO 2,,13:55,14:20,25,13:55,14:20,25,,,ODC PROGRESS,,,,,,,,,13:55,14:20,25,,,8 CONTAINERS,,,,,,,NMTS/89-90,PON,ADDITIONAL BLOCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13-01-2024,ENGG,WEST,AB-PCKM,KPD-JTJ,,UP,,20:30,23:30,180,21:45,23:45,120,,,TFR WORK,,,,,,,,,21:55,23:40,105,,,TFR DONE-280 NOS,,,,,,,177/28-17,WJR,ROLLING BLOCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13-01-2024,ENGG,WEST,TUG YD,TRL-KPD,,UP,,22:00,00:30,150,22:00,00:30,150,,,WW,,,,,,,,,22:05,23:35,90,,,WELD-02 NOS,,,,,,,94/21-17,WJR,ADDITIONAL BLOCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,0,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14.01.2024,ENGG,WEST,AJJ-MLPM,TRL-KPD,,YD,,11:00,12:00,60,11:00,12:30,90,,,UTV 047,,,,,,,,,11:00,12:30,90,,,100 P& C SLEEPERS UNLOADED ,,,,,,,,AJJ,ADDITIONAL BLOCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14.01.2024,ENGG,WEST,AJJN YD,TRL-KPD,,YD,,14:30,16:00,90,14:30,16:00,90,,,UTV 047,,,,,,,,,14:30,16:00,90,,,82 P&C  SLEEPER LOADED ,,,,,,,,AJJ,ADDITIONAL BLOCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14.01.2024,ENGG,EAST,TNPM YD,MAS-GDR,,AC LINE 2,,14:00,16:00,120,14:00,16:00,120,,,MFI 56924,,,,,,,,,14:00,16:00,120,,,2 UNIT+250 SLEEPERS ,,,,,,,PT NO C2& C3,TVT,ADDITIONAL BLOCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14.01.2024,ENGG,EAST,TNPM YD,MAS-GDR,,AC LOCOLINE,,12:00,16:00,240,12:00,16:00,240,,,BCM 704,,,,,,,,,12:00,16:00,240,,,"750 MTRS (54-01 SLEEPERS)
100 %",,,,,,,PT NO C2 ,TVT,ADDITIONAL BLOCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14.01.2024,ENGG,SOUTH,VVN YD,MS-VM,,DN/LOOP,,12:00,16:00,240,13:15,16:15,180,,,BCM 358,,,,,,,,,13:15,16:15,180,,,220 MTRS,,,,,,,150/520-150/300,TMV,ADDITIONAL BLOCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14.01.2024,ENGG,SOUTH,VVN YD,MS-VM,,UP,,12:00,14:00,120,12:35,13:45,70,,,DUO 8052,,,,,,,,,12:35,13:45,70,,,800 SLEEPERS ,,,,,,,150/400-150/000,TMV,ADDITIONAL BLOCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14.01.2024,ENGG,SOUTH,VVN YD,MS-VM,,UP,,12:00,14:00,120,12:35,13:45,70,,,DGS 353,,,,,,,,,12:35,13:45,70,,,400 MTRS,,,,,,,150/400-150/000,TMV,ADDITIONAL BLOCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14.01.2024,ENGG,SOUTH,MYP YD,MS-VM,,C/LOOP,,11:00,13:00,120,11:35,13:05,90,,,MPT 2004,,,,,,,,,11:35,13:05,90,,,1 UNIT+100 SLEEPERS ,,,,,,,PT NO 52A,TMV,ADDITIONAL BLOCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14.01.2024,ENGG,SOUTH,MYP YD,MS-VM,,UP,,13:30,15:30,120,13:55,15:25,90,,,MPT 2004,,,,,,,,,13:55,15:25,90,,,0.7 UNIT+200 SLEEPERS ,,,,,,,PT NO 52 B,TMV,ADDITIONAL BLOCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14.01.2024,ENGG,SOUTH,VVN YD,MS-VM,,DN/LOOP,,15:30,17:30,120,15:35,17:05,90,,,MPT 2004,,,,,,,,,15:35,17:05,90,,,850 SLEEPERS ,,,,,,,150/600-300,TMV,ADDITIONAL BLOCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14.01.2024,ENGG,WEST,MLPM YD,TRL-KPD,,UP/DN,,12:30,14:30,120,12:30,14:30,120,,,UNIMAT 4S,,,,,,,,,12:30,14:30,120,,,1 UNIT+700 SLEEPERS ,,,,,,,PT NO 115 B,AJJ,ADDITIONAL BLOCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14.01.2024,ENGG,WEST,AB,KPD-JTJ,,DN/LOOP,,13:00,15:00,120,13:58,15:35,97,,,MFI 57110,,,,,,,,,13:58,15:35,97,,,1 UNIT+200 SLEEPERS ,,,,,,,PT NO 62 B,AB,ADDITIONAL BLOCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14.01.2024,ENGG,EAST,TVT,MAS-GDR,,UP/HUMP,,13:15,14:30,75,13:15,14:30,75,,,UTV 164,,,,,,,,,13:15,14:30,75,,,18 SWITCH RAIL+8 G.JNT+6 CHECKRAIL+4 XING LOADED ,,,,,,,,TVT,ADDITIONAL BLOCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14.01.2024,ENGG,SOUTH,PEI YD,MS-VM,,RD 4,,04:00,06:00,120,05:50,07:20,90,,,DUO 8052,,,,,,,,,05:50,07:20,90,,,1000 SLEEPERS ,,,,,,,143/950-143/650,TMV,ADDITIONAL BLOCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14.01.2024,ENGG,SOUTH,PEI YD,MS-VM,,RD 4,,04:00,06:00,120,05:50,07:20,90,,,DGS 353,,,,,,,,,05:50,07:20,90,,,300 MTRS,,,,,,,143/950-143/650,TMV,ADDITIONAL BLOCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14.01.2024,ENGG,SOUTH,VVN YD,MS-VM,,DN/LOOP,,15:30,17:30,120,15:35,17:05,90,,,DGS 353,,,,,,,,,15:35,17:05,90,,,300 MTRS,,,,,,,150/600-300,TMV,ADDITIONAL BLOCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14.01.2024,ENGG,SOUTH,VVN YD,MS-VM,,DN ,,03:00,05:00,120,03:40,05:40,120,,,MPT 2004,,,,,,,,,03:40,05:40,120,,,1 UNIT+200 SLEEPERS ,,,,,,,PT NO 62 B,TMV,ADDITIONAL BLOCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14.01.2024,ENGG,SOUTH,MLMR-TZD,MS-VM,,DN,,02:55,05:05,130,02:55,05:05,130,,,BRM R32,,,,,,,,,02:55,05:05,130,,,2700 MTRTS,,,,,,,101/900-102/50,ACK,ADDITIONAL BLOCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14.01.2024,ENGG,WEST,WJR YD,TRL-KPD,,RPT  SINDG,,04:00,06:00,120,04:30,06:00,90,,,DUO 8113,,,,,,,,,04:30,06:00,90,,,1870 SLEEPERS ,,,,,,,01/100-02/000,WJR,ADDITIONAL BLOCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14.01.2024,ENGG,WEST,WJR YD,TRL-KPD,,RPT  SINDG,,04:00,06:00,120,04:30,06:00,90,,,DGS 350,,,,,,,,,04:30,06:00,90,,,1000 MTRS,,,,,,,01/100-02/000,WJR,ADDITIONAL BLOCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14.01.2024,ENGG,SOUTH,MMK-MLMR,MS-VM,,DN,,02:40,05:25,165,02:40,05:25,165,,,DTE 56743,,,,,,,,,02:40,05:25,165,,,3610 SLEEPERS ,,,,,,,87/900-89/700,ACK,ADDITIONAL BLOCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14.01.2024,ENGG,SOUTH,OV-KGZ,MS-VM,,DN,,02:25,05:00,155,02:25,05:00,155,,,DUO 8078,,,,,,,,,02:25,05:00,155,,,2700 SLEEPERS ,,,,,,,78/300-79/700,CGL,ADDITIONAL BLOCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14.01.2024,ENGG,CENTRAL,AVD-ABU,MAS-TRL,,UP/SLOW,,00:25,03:15,170,00:25,03:15,170,,,SBCM 1878,,,,,,,,,00:25,03:15,170,,,800 MTRS,,,,,,,17/750-18/0018/400-950,AVD,ADDITIONAL BLOCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14.01.2024,ENGG,CENTRAL,TI YD,MAS-TRL,,DN/SLOW,,00:00,03:00,180,00:00,03:00,180,,,MFI 56916,,,,,,,,,00:00,03:00,180,,,1 UNIT+1200 SLEEPERS ,,,,,,,PT NO 53B,TRL A,ADDITIONAL BLOCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14.01.2024,ENGG,SOUTH,TBM YD,MS-VM,,WDS LINE,,01:20,02:55,95,01:20,02:55,95,,,UTV 024,,,,,,,,,01:20,02:55,95,,,22 RAILS +G.JNT 10 NOS LOADED ,,,,,,,,TBM,ADDITIONAL BLOCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14.01.2024,ENGG,SOUTH,STM-MKK,MS-VM,,A LINE,,03:45,04:30,45,03:45,04:30,45,,,UTV 024,,,,,,,,,03:45,04:30,45,,,13 RAILS+10 G.JNT UNLOADED ,,,,,,,,MS,ADDITIONAL BLOCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
